,Crypto,Date,Low,High,Open,Close,Volume
0,DASH,2020-10-30,64.001,72.645,66.887,69.754,14463.29718063
1,DASH,2020-10-29,65.706,68.673,68.078,66.949,3970.12535031
2,DASH,2020-10-28,66.677,71.274,70.55,68.028,7887.5770993
3,DASH,2020-10-27,69.07,72.208,69.251,70.631,6172.83910961
4,DASH,2020-10-26,68.57,72.48,70.722,69.334,5852.38146261
5,DASH,2020-10-25,70.501,73.791,73.43,70.917,4993.93008105
6,DASH,2020-10-24,71.585,73.786,72.299,73.467,6971.48996664
7,DASH,2020-10-23,70.875,75.501,74.699,72.299,7671.42604805
8,DASH,2020-10-22,74.207,78.0,75.014,74.774,7382.5866731
9,DASH,2020-10-21,70.401,77.139,70.74,74.775,11920.79796988
10,DASH,2020-10-20,70.497,77.055,75.016,70.889,13744.84500595
11,DASH,2020-10-19,65.876,82.3,67.425,74.871,24405.9938568
12,DASH,2020-10-18,66.602,67.604,67.302,67.424,2288.20310805
13,DASH,2020-10-17,65.394,67.412,65.96,67.33,3215.97749934
14,DASH,2020-10-16,65.499,69.992,69.303,66.087,7327.57907197
15,DASH,2020-10-15,68.183,70.5,69.97,69.303,3361.47425405
16,DASH,2020-10-14,69.029,72.082,71.205,70.106,2730.97744954
17,DASH,2020-10-13,70.44,73.481,71.67,71.252,2994.91939934
18,DASH,2020-10-12,70.3,76.5,71.761,71.709,15313.67914254
19,DASH,2020-10-11,67.846,72.527,68.059,71.725,5232.18486315
20,DASH,2020-10-10,67.358,69.311,67.466,67.928,5716.68366992
21,DASH,2020-10-09,65.837,67.901,66.39,67.247,2866.27285826
22,DASH,2020-10-08,64.446,67.25,65.78,66.509,3026.36566616
23,DASH,2020-10-07,64.001,66.282,65.081,65.882,2745.6518539
24,DASH,2020-10-06,64.592,69.093,67.079,65.274,11304.23801926
25,DASH,2020-10-05,65.606,67.069,66.603,67.069,2838.94723397
26,DASH,2020-10-04,65.03,66.775,65.522,66.458,2064.98050376
27,DASH,2020-10-03,65.284,66.519,65.833,65.494,2110.17551179
28,DASH,2020-10-02,64.0,68.762,67.921,65.874,8313.24345334
29,DASH,2020-10-01,67.122,71.0,69.098,67.97,9140.26946571
30,DASH,2020-09-30,66.641,69.115,68.561,69.097,2197.0330468
31,DASH,2020-09-29,66.698,68.701,67.188,68.529,5010.72080387
32,DASH,2020-09-28,67.061,69.957,68.903,67.34,6194.9397259
33,DASH,2020-09-27,67.226,70.105,69.088,68.89,3700.68565461
34,DASH,2020-09-26,68.433,69.854,68.659,69.011,4057.86204252
35,DASH,2020-09-25,66.554,69.527,67.746,68.581,7882.24384751
36,DASH,2020-09-24,64.32,68.419,64.77,67.757,3767.72790803
37,DASH,2020-09-23,64.283,68.485,68.179,64.71,5082.5120267
38,DASH,2020-09-22,66.508,69.415,66.668,68.149,5507.21755528
39,DASH,2020-09-21,64.662,71.542,70.514,66.792,12657.52687436
40,DASH,2020-09-20,69.425,72.897,72.802,70.567,4240.12253823
41,DASH,2020-09-19,71.436,73.394,72.09,72.747,3638.90928229
42,DASH,2020-09-18,70.535,73.627,73.229,72.07,6941.79425
43,DASH,2020-09-17,71.371,74.667,72.948,73.229,3816.02353015
44,DASH,2020-09-16,71.0,74.177,72.908,72.949,3808.22996425
45,DASH,2020-09-15,72.67,76.049,75.166,72.926,6295.94968561
46,DASH,2020-09-14,73.635,76.755,75.432,75.168,3142.41230512
47,DASH,2020-09-13,73.352,79.199,79.199,75.433,5954.43589844
48,DASH,2020-09-12,75.656,79.96,77.078,79.406,4860.13423301
49,DASH,2020-09-11,74.37,77.442,77.068,77.083,3657.89448588
50,DASH,2020-09-10,75.137,77.807,75.675,77.035,4884.96433731
51,DASH,2020-09-09,74.157,77.398,74.65,75.668,7554.46618769
52,DASH,2020-09-08,70.1,78.054,76.249,74.636,15266.17104841
53,DASH,2020-09-07,65.855,79.737,70.203,76.249,14074.70853251
54,DASH,2020-09-06,66.089,71.664,68.029,70.155,5983.62414412
55,DASH,2020-09-05,64.643,74.5,73.678,68.05,12042.60404688
56,DASH,2020-09-04,66.701,73.866,68.255,73.352,19603.41773785
57,DASH,2020-09-03,64.351,83.698,83.245,68.0,17135.00766332
58,DASH,2020-09-02,80.321,89.685,89.101,83.384,12124.02943286
59,DASH,2020-09-01,85.14,90.744,86.171,89.186,11644.31921653
60,DASH,2020-08-31,85.799,88.942,88.242,86.107,6037.6040677
61,DASH,2020-08-30,84.989,88.942,85.03,88.335,12809.57500672
62,DASH,2020-08-29,84.257,86.756,85.0,85.12,4924.61039262
63,DASH,2020-08-28,82.503,86.141,83.3,84.906,5712.45006946
64,DASH,2020-08-27,81.707,86.577,85.982,83.409,7820.70244251
65,DASH,2020-08-26,83.661,87.3,84.486,85.965,7689.79119458
66,DASH,2020-08-25,82.617,91.813,91.721,84.567,12309.04141031
67,DASH,2020-08-24,89.321,93.39,91.58,91.795,8209.93154277
68,DASH,2020-08-23,87.73,93.324,90.943,91.581,9023.87657595
69,DASH,2020-08-22,85.001,90.99,86.639,90.847,11435.05825658
70,DASH,2020-08-21,86.542,95.973,91.493,86.639,18093.84995207
71,DASH,2020-08-20,87.251,91.757,87.721,91.454,12198.66105732
72,DASH,2020-08-19,86.8,93.88,92.984,87.837,15322.6890782
73,DASH,2020-08-18,92.0,98.888,97.605,92.762,16027.61512924
74,DASH,2020-08-17,92.881,100.549,95.19,97.81,22248.9919479
75,DASH,2020-08-16,91.288,95.535,94.049,95.181,33236.25093203
76,DASH,2020-08-15,91.286,95.986,92.377,94.058,16506.65522243
77,DASH,2020-08-14,89.997,92.943,92.798,92.319,16034.05953179
78,DASH,2020-08-13,85.659,93.314,91.743,92.787,22038.6739321
79,DASH,2020-08-12,84.413,92.3,88.575,91.846,29874.16491695
80,DASH,2020-08-11,85.217,96.727,95.642,88.587,16625.32612272
81,DASH,2020-08-10,93.555,98.397,97.658,95.515,14899.66759691
82,DASH,2020-08-09,94.789,99.0,98.338,97.659,19534.8452789
83,DASH,2020-08-08,94.5,102.387,96.581,98.33,25758.59632228
84,DASH,2020-08-07,92.267,107.85,100.533,96.582,36098.75606542
85,DASH,2020-08-06,90.319,105.929,92.312,100.524,43852.93175591
86,DASH,2020-08-05,85.915,93.652,86.98,92.262,13940.42564998
87,DASH,2020-08-04,85.37,89.247,87.819,86.94,9574.92643263
88,DASH,2020-08-03,83.891,89.852,85.129,87.744,16672.2366435
89,DASH,2020-08-02,82.0,95.515,93.219,85.2,20393.90577789
90,DASH,2020-08-01,81.809,94.632,82.574,93.252,26999.03577769
91,DASH,2020-07-31,80.021,83.773,81.619,82.575,10240.65006574
92,DASH,2020-07-30,79.444,82.884,81.305,81.44,8202.5088315
93,DASH,2020-07-29,78.696,84.708,80.104,81.494,18132.3174277
94,DASH,2020-07-28,76.096,80.98,77.71,80.02,14481.34828822
95,DASH,2020-07-27,73.299,79.646,75.403,77.756,22392.03671328
96,DASH,2020-07-26,74.261,77.852,74.829,75.391,9250.96785146
97,DASH,2020-07-25,72.256,75.368,72.256,74.703,9490.11766141
98,DASH,2020-07-24,71.435,73.565,73.482,72.244,5190.03782615
99,DASH,2020-07-23,72.531,74.214,73.825,73.56,11785.18245676
100,DASH,2020-07-22,71.317,74.001,71.317,73.896,8707.85928175
101,DASH,2020-07-21,68.788,71.307,68.798,71.307,5048.28358696
102,DASH,2020-07-20,68.572,70.636,70.558,68.849,3915.87348372
103,DASH,2020-07-19,68.84,73.0,69.183,70.558,5704.80615769
104,DASH,2020-07-18,68.735,69.711,69.545,69.27,3455.19263891
105,DASH,2020-07-17,68.738,69.977,69.215,69.563,3698.073858
106,DASH,2020-07-16,68.085,71.329,71.088,69.248,8398.63204258
107,DASH,2020-07-15,70.0,72.183,71.942,71.001,5104.13780329
108,DASH,2020-07-14,70.0,72.478,71.459,71.929,5941.45142677
109,DASH,2020-07-13,70.944,75.6,72.093,71.659,8695.95007256
110,DASH,2020-07-12,70.552,72.99,72.627,72.027,4956.77270299
111,DASH,2020-07-11,71.289,72.925,71.832,72.674,4471.3253195
112,DASH,2020-07-10,70.03,71.895,71.634,71.831,2696.18771539
113,DASH,2020-07-09,70.444,74.0,72.549,71.465,6952.52598871
114,DASH,2020-07-08,69.414,73.223,69.938,72.796,6989.58673739
115,DASH,2020-07-07,69.042,70.885,70.359,69.905,2810.52555495
116,DASH,2020-07-06,66.993,70.707,67.355,70.242,7251.03252283
117,DASH,2020-07-05,66.01,68.046,67.745,67.355,2588.34655114
118,DASH,2020-07-04,66.206,68.201,66.308,67.624,3300.0661818
119,DASH,2020-07-03,65.956,67.0,66.532,66.472,5186.3756651
120,DASH,2020-07-02,65.52,68.551,68.328,66.56,4660.39342384
121,DASH,2020-07-01,67.325,69.123,67.922,68.328,3494.83037409
122,DASH,2020-06-30,67.54,69.09,68.977,68.044,3562.59561729
123,DASH,2020-06-29,66.733,69.197,67.6,68.971,7214.45372255
124,DASH,2020-06-28,65.828,68.49,66.695,67.625,3464.81275998
125,DASH,2020-06-27,65.0,71.08,70.627,66.776,4974.64973395
126,DASH,2020-06-26,69.64,71.32,70.958,70.648,3795.40769644
127,DASH,2020-06-25,70.1,72.296,72.231,70.994,8697.08658474
128,DASH,2020-06-24,70.751,75.46,74.116,72.344,11081.51083892
129,DASH,2020-06-23,71.352,77.695,72.241,74.091,7407.72052408
130,DASH,2020-06-22,70.097,72.755,70.102,72.371,3416.77839132
131,DASH,2020-06-21,69.893,71.2,70.926,70.102,2936.10143081
132,DASH,2020-06-20,69.224,71.181,70.051,71.031,3484.50306629
133,DASH,2020-06-19,69.86,71.38,71.38,70.05,5092.92379789
134,DASH,2020-06-18,70.63,72.483,72.205,71.405,3139.44551944
135,DASH,2020-06-17,70.957,73.277,72.573,72.205,4045.17106329
136,DASH,2020-06-16,71.35,73.119,71.984,72.563,3517.44963248
137,DASH,2020-06-15,68.101,72.61,72.437,71.997,8623.98001283
138,DASH,2020-06-14,72.06,74.174,74.075,72.449,4262.59425072
139,DASH,2020-06-13,72.567,74.459,73.31,73.96,3740.26751561
140,DASH,2020-06-12,71.221,74.787,71.993,73.38,5917.28491094
141,DASH,2020-06-11,71.83,78.801,78.361,71.83,9037.00295302
142,DASH,2020-06-10,77.1,78.448,77.571,78.3,5197.82157321
143,DASH,2020-06-09,76.87,78.1,77.785,77.478,4252.49954364
144,DASH,2020-06-08,77.0,78.311,78.0,77.785,4409.92688018
145,DASH,2020-06-07,75.773,78.818,78.321,78.036,3843.38708192
146,DASH,2020-06-06,77.0,79.0,77.833,78.376,4446.16930177
147,DASH,2020-06-05,77.557,79.709,78.553,77.878,6390.98152237
148,DASH,2020-06-04,76.741,79.0,78.324,78.616,6718.68931526
149,DASH,2020-06-03,76.778,78.682,78.077,78.345,6808.6341503
150,DASH,2020-06-02,76.0,82.134,79.948,78.267,17775.97774631
151,DASH,2020-06-01,75.625,80.999,76.13,79.948,8268.64146041
152,DASH,2020-05-31,75.746,80.707,79.013,76.198,7765.65600939
153,DASH,2020-05-30,73.588,79.893,74.169,79.074,12325.48988192
154,DASH,2020-05-29,73.332,75.536,75.112,74.235,6918.21561118
155,DASH,2020-05-28,72.419,75.295,73.492,75.134,5335.35976258
156,DASH,2020-05-27,72.412,75.0,72.752,73.631,9061.62900405
157,DASH,2020-05-26,71.242,73.788,73.46,72.752,10507.81036399
158,DASH,2020-05-25,71.227,73.686,71.605,73.626,6104.90745494
159,DASH,2020-05-24,71.69,75.499,73.891,71.74,5129.28639579
160,DASH,2020-05-23,73.472,75.76,75.02,73.997,3267.92874412
161,DASH,2020-05-22,72.321,75.536,72.964,74.864,8184.24633546
162,DASH,2020-05-21,70.855,78.35,78.209,72.814,10447.5901177
163,DASH,2020-05-20,75.0,78.492,77.004,78.349,8932.25067649
164,DASH,2020-05-19,74.214,77.27,76.01,77.138,7908.27564988
165,DASH,2020-05-18,74.485,78.445,74.956,76.01,11721.15492432
166,DASH,2020-05-17,73.4,77.0,73.574,74.92,9375.75208186
167,DASH,2020-05-16,72.129,74.413,72.186,73.671,4584.3978448
168,DASH,2020-05-15,71.764,75.026,74.778,72.298,6998.01678604
169,DASH,2020-05-14,73.356,76.0,73.837,74.707,7061.77782464
170,DASH,2020-05-13,72.334,75.219,73.279,73.837,7834.09573648
171,DASH,2020-05-12,69.561,75.185,69.789,73.322,8799.61028246
172,DASH,2020-05-11,66.512,73.732,72.407,69.977,13438.53975315
173,DASH,2020-05-10,68.045,79.551,79.501,72.4,20659.0086007
174,DASH,2020-05-09,79.032,82.515,81.787,79.632,9674.15020844
175,DASH,2020-05-08,77.415,83.267,78.909,81.871,12908.81221283
176,DASH,2020-05-07,76.54,80.113,77.0,78.979,10093.39345614
177,DASH,2020-05-06,77.001,81.0,79.199,77.001,7549.99877029
178,DASH,2020-05-05,78.3,81.0,79.902,79.438,4439.3865671
179,DASH,2020-05-04,74.949,81.432,81.134,79.784,10933.97419467
180,DASH,2020-05-03,79.537,84.134,83.407,81.133,7519.72880481
181,DASH,2020-05-02,81.73,83.832,82.917,83.317,4105.18302762
182,DASH,2020-05-01,81.143,83.999,81.143,83.123,6735.95065533
183,DASH,2020-04-30,80.243,89.333,85.431,80.835,19147.74713424
184,DASH,2020-04-29,82.33,86.5,82.393,85.459,19839.75155845
185,DASH,2020-04-28,79.803,83.444,83.009,82.444,9932.21430683
186,DASH,2020-04-27,80.5,84.715,84.248,82.989,11151.19535618
187,DASH,2020-04-26,81.746,87.703,85.85,84.135,15491.55321175
188,DASH,2020-04-25,80.5,88.177,81.437,85.75,11366.71821653
189,DASH,2020-04-24,80.601,82.998,81.461,81.347,8074.2572961
190,DASH,2020-04-23,79.074,85.0,80.999,81.218,13934.0160417
191,DASH,2020-04-22,74.218,82.0,74.769,80.848,13937.05671783
192,DASH,2020-04-21,73.026,76.23,74.278,74.636,8854.55467012
193,DASH,2020-04-20,73.116,82.82,80.419,74.103,17953.92979134
194,DASH,2020-04-19,77.77,83.726,80.228,80.319,20111.57362956
195,DASH,2020-04-18,76.417,80.701,76.626,80.207,10437.7843111
196,DASH,2020-04-17,74.689,77.861,76.965,76.571,4896.41772697
197,DASH,2020-04-16,67.0,77.782,69.453,76.501,11992.93128487
198,DASH,2020-04-15,69.357,73.792,72.185,69.768,7058.69371203
199,DASH,2020-04-14,72.096,74.787,73.555,72.354,4641.83359044
200,DASH,2020-04-13,70.21,74.216,74.216,73.479,8140.19509295
201,DASH,2020-04-12,73.05,78.739,75.212,74.201,6863.99786937
202,DASH,2020-04-11,73.064,77.842,74.181,74.993,10146.84038511
203,DASH,2020-04-10,70.06,83.491,83.052,74.552,21370.74160115
204,DASH,2020-04-09,74.243,84.42,75.714,83.057,28661.00099662
205,DASH,2020-04-08,71.094,76.795,72.084,75.615,7540.79074409
206,DASH,2020-04-07,69.973,76.998,73.381,72.087,20619.54373109
207,DASH,2020-04-06,66.912,73.25,67.11,73.25,13080.17953712
208,DASH,2020-04-05,66.022,68.867,68.681,66.93,5106.87062295
209,DASH,2020-04-04,66.933,69.619,67.477,68.431,5249.24786505
210,DASH,2020-04-03,66.24,71.0,67.599,67.339,5901.99480562
211,DASH,2020-04-02,64.0,71.5,66.1,67.599,12768.24630829
212,DASH,2020-04-01,62.281,66.847,65.011,65.926,7686.64659885
213,DASH,2020-03-31,64.169,66.575,65.876,65.079,5721.15692554
214,DASH,2020-03-30,60.353,67.438,60.571,65.876,13225.48748387
215,DASH,2020-03-29,60.332,65.935,65.656,60.57,9001.20480074
216,DASH,2020-03-28,62.121,67.746,67.746,65.635,14041.89526399
217,DASH,2020-03-27,60.0,73.0,68.512,67.791,41342.71826877
218,DASH,2020-03-26,66.661,68.91,68.251,68.569,6740.49381676
219,DASH,2020-03-25,66.66,70.65,69.91,68.01,11931.69950135
220,DASH,2020-03-24,67.901,75.0,71.662,70.014,24383.36260144
221,DASH,2020-03-23,60.496,72.258,62.248,71.525,21513.04288365
222,DASH,2020-03-22,61.053,73.588,71.487,62.229,30519.01727481
223,DASH,2020-03-21,67.484,75.5,71.731,71.586,40832.82841842
224,DASH,2020-03-20,61.126,78.088,65.618,71.887,62027.69383992
225,DASH,2020-03-19,56.603,71.229,62.789,65.668,79243.09370979
226,DASH,2020-03-18,45.189,65.5,45.995,63.127,78731.96428473
227,DASH,2020-03-17,42.582,47.184,42.998,45.933,13842.70035313
228,DASH,2020-03-16,38.078,47.71,47.708,43.52,22986.8236687
229,DASH,2020-03-15,45.47,51.987,46.002,47.706,13636.62462016
230,DASH,2020-03-14,45.121,52.779,51.698,46.105,16041.26785221
231,DASH,2020-03-13,33.55,54.794,44.652,51.678,68661.79125292
232,DASH,2020-03-12,42.101,72.587,72.15,44.686,52759.05994349
233,DASH,2020-03-11,67.156,75.211,74.607,72.15,6818.97569256
234,DASH,2020-03-10,71.403,76.446,73.569,74.728,10081.22572492
235,DASH,2020-03-09,67.104,75.72,73.7,73.768,22645.78025837
236,DASH,2020-03-08,73.024,88.166,88.166,73.711,19055.32077533
237,DASH,2020-03-07,87.358,94.444,94.0,88.394,6844.70420683
238,DASH,2020-03-06,89.084,94.385,89.999,94.0,9169.98628236
239,DASH,2020-03-05,87.164,92.78,87.164,89.999,9571.73888744
240,DASH,2020-03-04,85.443,90.097,88.934,86.832,5269.49859912
241,DASH,2020-03-03,86.923,90.836,89.932,88.786,5479.63916802
242,DASH,2020-03-02,83.974,92.776,84.21,90.403,11414.86937914
243,DASH,2020-03-01,83.047,89.745,85.468,84.458,8107.13892725
244,DASH,2020-02-29,85.171,90.444,88.619,85.402,6153.91907656
245,DASH,2020-02-28,83.001,92.812,89.562,88.462,14457.87011338
246,DASH,2020-02-27,80.01,97.52,84.154,89.205,24848.40102123
247,DASH,2020-02-26,80.0,96.713,95.386,84.555,27537.23874592
248,DASH,2020-02-25,94.01,103.791,103.787,95.494,12301.25706492
249,DASH,2020-02-24,99.541,109.27,108.102,103.542,8666.99252268
250,DASH,2020-02-23,103.732,110.61,104.203,108.312,10438.74152405
251,DASH,2020-02-22,102.697,110.0,107.681,104.247,9067.8549449
252,DASH,2020-02-21,103.193,110.273,105.031,107.807,8926.41161039
253,DASH,2020-02-20,100.0,107.03,104.528,105.334,13893.04781469
254,DASH,2020-02-19,104.0,116.091,115.782,104.575,16940.14706886
255,DASH,2020-02-18,107.056,118.0,115.0,116.049,13852.38588208
256,DASH,2020-02-17,101.608,116.95,111.261,114.995,15864.90217221
257,DASH,2020-02-16,99.79,124.386,120.8,111.39,16488.07410732
258,DASH,2020-02-15,115.571,133.713,133.454,120.805,15020.37104781
259,DASH,2020-02-14,128.185,134.45,130.853,133.246,9997.78369495
260,DASH,2020-02-13,126.741,137.75,133.598,130.885,17309.43871752
261,DASH,2020-02-12,129.601,137.909,130.017,133.858,17171.25958146
262,DASH,2020-02-11,123.786,133.543,127.654,129.701,22498.7006172
263,DASH,2020-02-10,123.4,128.952,128.358,127.681,15248.68417519
264,DASH,2020-02-09,124.069,130.797,126.497,128.359,15976.06120288
265,DASH,2020-02-08,111.991,131.978,118.7,126.1,46142.10351462
266,DASH,2020-02-07,117.226,122.782,120.032,118.568,11860.37764748
267,DASH,2020-02-06,118.101,124.1,123.0,120.032,16346.66647883
268,DASH,2020-02-05,109.615,124.417,110.363,122.996,20936.69671052
269,DASH,2020-02-04,108.042,116.0,115.016,110.362,12746.13617755
270,DASH,2020-02-03,113.703,117.314,114.0,115.042,7956.25428625
271,DASH,2020-02-02,112.114,117.399,116.482,114.013,14128.54555112
272,DASH,2020-02-01,114.58,119.5,116.084,116.268,11783.34145684
273,DASH,2020-01-31,112.816,124.5,122.166,116.084,17452.8921467
274,DASH,2020-01-30,117.221,125.528,122.001,122.283,23473.78651949
275,DASH,2020-01-29,114.382,128.208,115.667,121.141,32171.81576455
276,DASH,2020-01-28,110.767,117.326,112.602,116.096,17669.77493639
277,DASH,2020-01-27,111.101,125.0,111.101,112.802,47607.08435166
278,DASH,2020-01-26,100.137,112.931,101.5,111.527,27211.93006472
279,DASH,2020-01-25,97.091,104.0,100.25,101.5,9558.91772374
280,DASH,2020-01-24,93.034,104.002,102.617,100.4,17303.40840197
281,DASH,2020-01-23,97.645,107.441,107.441,102.228,20988.95734374
282,DASH,2020-01-22,106.291,113.001,110.007,107.439,13862.86190649
283,DASH,2020-01-21,104.252,114.199,108.926,110.07,21263.45580904
284,DASH,2020-01-20,100.0,115.25,105.101,108.92,44010.35599448
285,DASH,2020-01-19,91.338,109.456,101.506,105.203,44630.19028112
286,DASH,2020-01-18,96.104,116.706,113.501,101.47,51193.99959875
287,DASH,2020-01-17,108.27,127.652,127.003,112.737,58396.6953576
288,DASH,2020-01-16,112.452,134.25,132.973,127.064,79884.08996162
289,DASH,2020-01-15,88.46,144.996,89.156,132.004,184294.55690169
290,DASH,2020-01-14,69.392,91.059,69.707,88.944,82586.21991684
291,DASH,2020-01-13,63.591,71.548,66.155,69.464,17205.10208728
292,DASH,2020-01-12,61.364,67.99,63.0,66.321,18397.5236828
293,DASH,2020-01-11,55.648,68.315,56.931,63.5,39601.40573527
294,DASH,2020-01-10,49.7,57.212,50.513,56.81,11005.20266387
295,DASH,2020-01-09,49.601,53.1,52.178,50.621,6469.32498128
296,DASH,2020-01-08,50.934,56.933,54.614,52.463,15669.26736603
297,DASH,2020-01-07,53.182,57.749,56.793,54.472,16806.11706837
298,DASH,2020-01-06,50.723,57.75,51.052,56.793,28718.42259489
0,DASH,2020-01-05,45.03,64.49,46.039,51.006,42639.81322942
1,DASH,2020-01-04,42.667,47.395,43.76,46.285,5361.81558843
2,DASH,2020-01-03,39.825,44.062,39.943,43.704,5208.88486787
3,DASH,2020-01-02,38.461,41.803,41.803,39.831,3261.58323526
4,DASH,2020-01-01,40.544,42.5,40.828,41.806,2795.72382276
5,DASH,2019-12-31,40.446,42.521,41.93,40.918,4764.88578368
6,DASH,2019-12-30,40.939,44.922,44.557,41.992,8596.49139038
7,DASH,2019-12-29,41.196,46.809,41.701,44.669,11729.18320481
8,DASH,2019-12-28,39.498,43.339,39.632,41.777,7066.39518665
9,DASH,2019-12-27,38.17,40.362,39.985,39.669,4593.50905773
10,DASH,2019-12-26,38.194,41.259,40.87,40.054,7209.79991633
11,DASH,2019-12-25,40.393,41.758,41.623,40.842,2051.50398476
12,DASH,2019-12-24,41.196,43.143,42.791,41.78,1897.04581904
13,DASH,2019-12-23,42.454,44.917,44.438,42.772,3542.81005292
14,DASH,2019-12-22,42.553,44.647,42.741,44.361,3239.51586221
15,DASH,2019-12-21,42.388,43.477,43.375,42.729,1190.86824946
16,DASH,2019-12-20,41.948,43.771,42.85,43.376,3107.78922076
17,DASH,2019-12-19,42.149,44.985,44.502,42.995,4640.74136926
18,DASH,2019-12-18,40.002,48.59,41.206,44.4,6822.21169286
19,DASH,2019-12-17,40.752,46.091,45.96,41.294,6738.61079524
20,DASH,2019-12-16,45.0,50.816,50.762,45.953,4780.13582484
21,DASH,2019-12-15,48.891,51.228,49.599,50.809,1292.67088673
22,DASH,2019-12-14,49.002,51.321,50.888,49.594,1328.27387392
23,DASH,2019-12-13,49.549,51.309,49.948,50.888,2100.90207559
24,DASH,2019-12-12,48.57,50.499,50.066,49.871,2504.1807059
25,DASH,2019-12-11,49.227,50.849,50.115,50.066,1361.59418908
26,DASH,2019-12-10,49.405,51.742,51.096,50.033,2006.5325203
27,DASH,2019-12-09,50.388,53.1,52.014,51.109,6324.87894301
28,DASH,2019-12-08,51.61,52.726,52.576,52.014,1944.18505996
29,DASH,2019-12-07,51.668,56.0,52.889,52.648,3673.35357788
30,DASH,2019-12-06,49.511,53.0,50.0,52.696,9077.90342637
31,DASH,2019-12-05,47.027,51.641,50.249,49.984,44968.18331578
32,DASH,2019-12-04,49.5,52.999,51.24,50.22,5029.95146443
33,DASH,2019-12-03,50.639,52.319,51.701,51.24,2286.64364574
34,DASH,2019-12-02,51.528,54.158,53.308,51.834,2818.01533965
35,DASH,2019-12-01,51.639,55.175,55.175,53.261,4763.18898592
36,DASH,2019-11-30,54.478,58.2,57.009,55.182,3790.19098376
37,DASH,2019-11-29,52.577,59.362,53.0,56.979,8434.22148265
38,DASH,2019-11-28,49.387,54.948,50.432,52.404,5691.68657852
39,DASH,2019-11-27,48.001,52.935,50.487,50.431,5213.22206996
40,DASH,2019-11-26,49.53,51.818,49.716,50.319,4363.56252883
41,DASH,2019-11-25,47.513,53.49,51.148,49.982,7263.7197026
42,DASH,2019-11-24,50.589,55.725,54.919,50.758,6530.20220661
43,DASH,2019-11-23,53.698,57.407,55.36,54.7,4901.9703368
44,DASH,2019-11-22,53.124,61.076,60.138,55.467,9577.57968251
45,DASH,2019-11-21,58.887,64.449,63.507,60.309,4734.02961572
46,DASH,2019-11-20,63.27,65.664,65.294,63.506,2141.60635265
47,DASH,2019-11-19,62.903,65.734,63.995,65.293,2006.26274574
48,DASH,2019-11-18,63.0,68.074,67.8,64.215,2441.86704995
49,DASH,2019-11-17,67.248,68.388,68.172,67.77,1169.16072114
50,DASH,2019-11-16,67.109,68.375,67.95,68.056,1386.39968855
51,DASH,2019-11-15,65.641,69.59,68.817,67.951,1607.83966998
52,DASH,2019-11-14,68.165,69.914,69.532,68.551,1573.73139721
53,DASH,2019-11-13,69.26,70.642,70.054,69.53,1732.32616863
54,DASH,2019-11-12,68.789,70.73,69.997,70.17,1768.83779246
55,DASH,2019-11-11,69.355,72.989,71.51,69.999,5334.47526207
56,DASH,2019-11-10,69.194,72.56,69.832,71.5,4913.67895297
57,DASH,2019-11-09,69.003,71.53,69.046,69.889,1950.11558798
58,DASH,2019-11-08,68.0,72.999,71.833,69.457,3626.61238686
59,DASH,2019-11-07,71.342,74.664,74.227,71.99,3146.069216
60,DASH,2019-11-06,72.763,74.899,74.686,74.298,3911.12005602
61,DASH,2019-11-05,71.345,75.72,72.694,74.59,3784.45893825
62,DASH,2019-11-04,70.828,74.0,71.225,72.703,1837.06996069
63,DASH,2019-11-03,70.657,73.0,72.471,71.389,1469.38582196
64,DASH,2019-11-02,71.358,72.649,72.034,72.415,1446.8634701
65,DASH,2019-11-01,70.135,72.357,71.35,72.031,1855.58814275
66,DASH,2019-10-31,70.122,72.921,72.314,71.379,1717.28154944
